names,clubs,ages,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,AerialsWon,MotM
Steve Mounié,Brest,28,19,948,0.6,0.2,1.4,0,0.9,0.2,0,7.01,6,0,2.3,0.4,0.3,1,0.3,1.3,2.3,17.1,57.6,0.1,0.1,0,5.8,2
Moisés Caicedo,Brighton,21,36,2788,2.9,1.4,1.8,0,0.6,0.2,0,6.92,2,1,0.8,1,0.6,1.5,0,0.6,1.1,59,88.2,0.2,2.3,0.1,0.9,0
Aurélien Tchouaméni,Real Madrid,23,50,2971,1.7,1.4,1,0,1.1,0.2,0,6.92,1,4,1.1,0.6,0.6,1.1,0,0.4,0.9,52.4,92.6,0,1.4,0.1,1.1,1
Jules Koundé,Barcelona,24,41,2807,1.4,0.9,0.7,0.4,1.5,0.4,2,6.85,0,4,0.4,0.4,0.6,0.5,0,0.7,0.9,56,87.3,0.2,2,0.1,1.3,1
Ludovic Blas,Nantes,25,41,2852,1.1,0.5,1.5,0,0.1,0,0,7.11,11,6,2.8,1.4,2.4,1.7,0.1,2.2,2.4,29.2,84.8,0.8,1.8,0,0.5,4
Raphinha,Barcelona,26,40,2207,1,0.6,0.5,0,0.3,0.1,0,7.00,7,7,2.1,1.5,1.1,0.9,0.3,0.7,1.5,27.7,80.1,1.1,1.7,0.2,0.2,5
Felipe Anderson,Lazio,29,41,2732,1.8,0.6,0.9,0,0.4,0.1,0,7.01,9,4,1.1,1.5,1.3,0.8,0.3,1.2,2.3,33.7,79.2,0.2,0.7,0,0.3,2
Serge Gnabry,Bayern,27,47,2237,0.9,0.3,0.8,0,0.2,0,0,6.93,13,10,2,1,0.9,0.3,0.4,0.7,1.6,23.2,82.2,0.3,0.4,0,0.1,3
Ivan Provedel,Lazio,29,36,3142,0,0,0,0,0.9,0,0,6.92,0,0,0,0,0.1,0.2,0,0,0,31.9,77.8,0,8.9,0,0.2,1
Terem Moffi,Lorient,23,31,2057,0.3,0.1,0.8,0,0.3,0.1,0,7.05,19,2,2,0.7,1.2,0.8,0.2,0.9,2,12.3,77.2,0,0.2,0,0.8,3
José Gayà,Valencia,27,26,2086,2.4,0.9,0.5,0.3,1.4,0.4,0,7.00,1,2,0.7,2,0.7,0.7,0.3,0.4,0.7,44.6,81.7,1.8,2.4,0,0.8,3
Azor Matusiwa,Reims,24,25,1989,2.6,1.6,1.4,0,1.5,0.4,0,7.01,0,0,0.3,0.8,0.5,1.1,0,0.4,0.8,52.8,85.7,0,4.1,0,1.1,0
Sergio Busquets,Barcelona,34,45,2844,2,1.1,1,0,0.9,0.2,0,6.83,0,3,0.3,0.7,0.4,1.4,0,0.4,0.6,57.5,88.1,0.1,3.4,0.2,1.7,1
Paulo Otávio,Wolfsburg,28,26,1997,3,1.3,1,0.3,2.6,0.3,1,7.00,0,5,0.8,0.9,0.8,1.6,0,0.3,1.1,37.6,74.9,0.8,1.6,0.1,1.1,1
Diogo Dalot,Man Utd,24,39,2845,2.1,1.1,0.9,0.1,1.4,0.3,1,6.99,3,3,0.7,1.2,0.7,0.2,0,0.2,0.8,42.4,82.6,0.5,2.5,0,1.3,3
Bernd Leno,Fulham,31,28,2430,0,0,0,0,0.7,0,0,7.00,0,0,0,0,0,0,0,0,0,33.1,75.6,0,4.8,0,0.3,3
Yunis Abdelhamid,Reims,35,31,2700,2.4,1.8,1.3,0.7,3.4,0.7,0,7.00,1,1,0.8,0.3,0.5,0.7,0,0.7,0.8,51.8,82.4,0,2.7,0,2.3,1
Mohamed Salah,Liverpool,30,45,3308,0.5,0.2,0.5,0,0.1,0,0,7.15,26,10,3,1.7,1.2,0.7,0.6,2.1,2.9,25.5,79,0.2,0.5,0.3,0.2,5
Philipp Hofmann,Bochum,30,29,2087,0.6,0.2,1.3,0,1.2,0.3,0,7.00,9,1,1.3,0.8,0.3,1.1,0.4,1.2,1.6,21.8,58.8,0,0.3,0,6.1,3
Ismaël Bennacer,AC Milan,25,36,2193,2.5,1,1.3,0,0.5,0.2,0,6.95,1,2,0.6,1.5,1,0.9,0,0.8,1.4,47.9,88.3,0.7,3.4,0.1,0.8,2
Kevin Danso,Lens,24,38,3198,1.2,1,1.2,0.6,3.2,0.8,0,6.96,1,1,0.7,0.2,0.5,1.9,0.1,0.4,0.5,61.5,90.1,0,2.8,0.1,2.6,3
Edon Zhegrova,Lille,24,22,1042,1,0.1,0.6,0,0,0,0,7.10,6,4,2,1.2,2.1,0.8,0.1,0.9,1.5,20.3,81.7,1,0.4,0,0,3
Christoph Baumgartner,Hoffenheim,23,34,2428,1.2,0.5,1.9,0,0.6,0.2,0,7.01,8,5,2.3,0.8,1.8,1.3,0.2,1,2.3,25.9,68.6,0.3,0.9,0.1,2,2
João Palhinha,Fulham,27,39,2556,3.2,1.2,1.2,0,1.6,0.1,0,6.93,4,1,1.1,0.3,0.4,1.4,0,0.6,0.8,32.5,83.2,0,2.1,0,1.9,2
Nicolò Barella,Inter,26,43,3219,1.4,0.3,1,0,0.4,0.1,0,6.93,8,6,1,1.3,1.1,1.5,0.3,1,1.9,40.1,83.5,0.5,1.8,0.1,0.5,4
Rúben Neves,Wolves,26,47,3541,2,1.3,0.9,0,1.9,0.5,0,6.85,5,1,1.7,0.8,0.4,0.4,0,0.3,0.6,56.8,86.5,0.2,5.3,0,0.7,5
Piotr Zielinski,Napoli,28,49,3283,0.6,0.5,0.6,0,0.4,0.1,0,6.98,9,9,1.4,1.9,0.7,0.9,0.1,0.5,0.7,37.1,86.1,1.2,1,0.1,0.1,1
Junya Ito,Reims,30,33,2637,1.3,0.4,0.5,0,0.2,0.1,0,6.98,5,7,1.3,1.9,1.6,1.2,0.7,1.2,2.6,24.9,70.4,1.2,0.4,0.2,0.7,3
Samuel Chukwueze,Villarreal,23,33,1659,0.5,0.4,0.5,0,0.4,0,0,6.99,7,5,1.5,1.1,2.3,1,0.3,0.7,1.7,22.2,77.3,0.3,0.6,0.1,0.3,3
Przemyslaw Frankowski,Lens,28,41,2831,2.1,1.1,0.8,0.1,0.9,0.2,0,6.91,3,3,0.7,1.6,0.3,0.6,0.2,0.4,1,33.6,81.5,1.4,1.3,0,0.3,3
Jordi Masip,Real Valladolid,34,18,1608,0,0.1,0,0,0.6,0,0,6.99,0,0,0,0,0,0.2,0,0,0,30.9,68.2,0,6,0,0.3,1
Leandro Trossard,Brighton,28,41,2413,0.5,0.3,0.6,0,0.1,0,0,6.83,10,9,1.5,1.3,0.8,0.7,0.2,1.3,1.3,23.7,79.2,0.6,1.2,0.2,0.2,5
Alexis Flips,Reims,23,25,1545,1.5,0.9,0.8,0.1,0.4,0.2,0,6.98,4,6,1.7,1.6,0.4,0.8,0.1,0.6,1.7,25.3,69.4,1.2,1.6,0.2,0.4,2
Gianluigi Donnarumma,PSG,24,48,4140,0,0,0,0,0.9,0,0,6.92,0,0,0,0,0,0.1,0,0,0,22.6,82.2,0,2.5,0,0.2,4
Domenico Berardi,Sassuolo,28,20,1384,0.9,0.7,1.1,0,0.6,0,0,6.94,6,6,3.1,1.4,0.8,1.5,0.3,1,2.4,29.9,70.9,0.7,2.7,0.1,0.5,3
Declan Rice,West Ham,24,44,3633,2.1,1.7,0.8,0.1,1.5,0.4,0,6.95,3,2,0.8,0.8,0.7,0.3,0,0.7,0.7,57.3,89.6,0.2,4,0,0.9,1
José Giménez,Atletico,28,34,2284,1.3,1.2,0.8,0.3,4.5,0.7,0,6.89,1,0,0.9,0.2,0.1,0.4,0,0,0.3,49.9,87.3,0,4,0,1.9,2
Marshall Munetsi,Reims,26,27,2018,1.8,0.7,1.7,0,1.2,0.2,0,6.98,6,3,2.1,0.9,0.6,1.2,0.1,0.5,1.6,25.7,73.4,0.1,1,0,1.8,0
Ibañez,Roma,24,34,2958,2.1,2,1.2,0.2,3,0.4,1,6.89,3,0,0.7,0.2,0.4,1.7,0,0.5,0.9,50.4,87.9,0,3,0.1,1.7,1
Carlos Augusto,Monza,24,27,2277,1.8,0.6,1.3,0.2,2,0.2,0,6.97,5,5,1.1,0.7,1,0.5,0.2,0.8,1.2,40.8,86,0.2,0.8,0.1,1.5,3
Granit Xhaka,Arsenal,30,52,4112,1.2,0.6,0.9,0.1,1.2,0.4,0,6.96,8,6,1.1,1.3,0.5,1,0.1,0.7,0.9,49.4,86.6,0.1,2.7,0.1,1.1,2
Matthijs de Ligt,Bayern,23,40,2662,0.8,0.8,0.9,0.5,2.6,0.6,0,6.95,3,1,0.6,0.2,0,0.6,0.1,0.2,0.4,60.3,91.5,0,3.1,0,2.6,0
Folarin Balogun,Reims,21,30,2298,0.2,0.1,1,0,0.4,0,0,6.97,19,2,3.3,0.8,0.8,1.6,0.8,2.2,2.5,13.6,69.4,0.2,0.3,0,0.4,4
Jonathan Clauss,Marseille,30,36,2512,1.3,0.8,0.6,0,0.9,0.1,0,6.82,1,9,1.2,1.2,0.9,0.4,0.1,0.5,1,30.3,75.8,0.8,1.2,0.1,0.2,2
Florian Kainz,FC Koln,30,32,1893,0.7,0.9,1,0,0.7,0.2,0,6.97,6,6,1.7,1.7,1,1.2,0.1,1,1.3,26.7,70.9,1.9,1.5,0.1,0.4,2
Marvin Ducksch,Werder Bremen,29,27,2264,0.3,0.2,0.1,0,1.2,0,0,6.97,8,5,2.6,1.6,0.4,0.6,0.4,0.4,1.8,22.7,70,1.3,1,0.1,0.9,1
David Raya,Brentford,27,31,2821,0,0,0,0,0.6,0,1,6.90,0,0,0,0.1,0,0.2,0,0,0,37.9,62.5,0,10.7,0,0.4,3
Pascal Groß,Brighton,31,34,2623,1.6,0.5,0.8,0,0.4,0.3,0,6.95,7,5,1,2.1,0.4,0.6,0.3,0.6,1.1,54,85.8,1.3,1.9,0.2,0.3,2
Mitchell Weiser,Werder Bremen,28,25,2022,2.5,1,1.3,0.1,0.9,0.3,0,6.96,3,8,1,1.3,1.4,2,0.2,1.3,3,33.9,70,0.9,1.9,0.2,0.9,2
Nicolas Pépé,Nice,27,20,1529,1.3,0.2,0.7,0,0.1,0,0,6.96,6,0,2.6,1.5,1.8,1.8,0.3,2.7,2.4,33.6,83.1,0.9,0.7,0.1,0.4,1
Adam Ounas,Lille,26,20,916,0.9,0.4,0.7,0.1,0.1,0,0,6.89,1,1,1.4,1.3,2.1,1.5,0.1,1.4,1.2,22.3,79.5,0.6,1.6,0.2,0.3,1
Vanderson,Monaco,21,32,1963,2.6,1.6,1,0.1,0.9,0.2,0,6.87,1,3,0.8,0.7,0.8,0.6,0.1,0.7,1.1,34.1,79.6,0.6,2.2,0,0.9,2
Ben Mee,Brentford,33,29,2552,1,1.4,0.4,0.3,3,1.1,0,6.96,3,1,0.7,0.2,0.2,0.4,0,0,0.5,43.6,76,0,2.9,0,3.5,2
Armando Izzo,Monza,31,22,1714,2.7,1.6,1.4,0.1,2.7,0.3,0,6.96,1,0,0.5,0.6,0.2,1.6,0,0.3,0.4,52.2,86.4,0.1,3.5,0,1.5,3
Amir Rrahmani,Napoli,29,34,2963,1.1,0.6,0.7,0.2,3.1,0.8,0,6.93,2,1,0.7,0.3,0.1,0.5,0,0.1,0.3,74.7,90.5,0,6,0.1,2.2,0
Ollie Watkins,Aston Villa,27,32,2580,0.5,0.3,0.7,0,1.1,0.1,0,6.96,13,5,2.2,0.8,0.5,1.1,0.5,1.1,2.5,15.2,71.2,0.1,0.1,0,1.7,1
James Ward-Prowse,Southampton,28,38,3271,1.6,1.2,1.1,0,1.2,0.1,1,6.93,9,2,1.3,2.1,0.2,0.5,0,0.6,0.6,52.8,85.2,1.8,1.9,0,1.2,3
Amine Gouiri,Rennes,23,37,2513,1,0.3,1,0,0.3,0.1,0,6.93,12,4,1.9,1.1,0.8,0.5,0.4,1.1,2.2,20.5,79.9,0.3,0.4,0.1,0.7,1
Brais Méndez,Real Sociedad,26,37,2637,1.7,0.6,1.8,0,0.4,0.1,0,7.04,10,4,1.9,1.7,0.5,1.4,0,1,1.3,37.3,82.6,1.1,1.8,0.2,0.8,3
Riyad Mahrez,Man City,32,38,1943,0.8,0.2,0.5,0,0.1,0,0,7.03,13,7,1.7,1.8,0.8,1.3,0.3,0.8,1.2,32.2,87.4,0.8,1.4,0.1,0.2,4
Anton Stach,Mainz,24,30,1695,1,1.3,1,0,0.9,0.1,0,6.91,1,4,1.3,1.2,0.8,1.4,0.1,0.4,1.4,27.2,72.2,0.7,1,0.2,2.6,1
Son Heung-Min,Tottenham,30,43,3188,0.9,0.3,0.4,0,0.2,0.1,0,6.89,11,5,2.2,1.7,0.8,1.2,0.4,1.7,2,21.3,80.3,0.9,0.4,0.1,0.3,4
Jean-Ricner Bellegarde,Strasbourg,24,22,1779,1.5,1,1,0,0.7,0.1,0,6.95,1,5,1,2,1.6,2.3,0,1.4,2,38.4,80.6,1.8,1.6,0.1,0.8,3
Ademola Lookman,Atalanta,25,33,1643,0.4,0.1,0.7,0,0,0,0,6.95,16,4,1.8,1.3,1.2,1.2,0.4,1.6,1.5,20.3,78.7,0.4,0.1,0.1,0.1,1
Manuel Locatelli,Juventus,25,39,2600,1.8,1,1.1,0,1.5,0.5,0,6.89,0,1,1,0.4,0.6,0.9,0,0.6,0.8,42.6,83.3,0,3.4,0,1.1,2
Wataru Endo,Stuttgart,30,36,2599,2.1,0.9,1.1,0,1.9,0.3,0,6.92,4,2,1.4,1.3,0.9,1.8,0.1,1.5,1.4,42.7,79.2,0.1,2.4,0.1,2.2,0
Marco Verratti,PSG,30,33,2410,2.9,0.9,1.2,0,0.3,0.4,0,6.89,0,1,0.3,0.8,1.2,1.8,0,1.3,0.6,83.9,92.1,0.1,2.7,0.2,0.5,0
Valentin Rongier,Marseille,28,37,2875,2.4,1.5,1.6,0,0.8,0.3,0,6.91,1,0,0.5,0.7,0.8,0.8,0,0.8,0.9,59.1,88.7,0.1,2.6,0,1.1,0
Matthias Ginter,Freiburg,29,39,3078,1.4,1.3,0.7,0.3,3.7,0.6,0,6.93,4,2,0.4,0.4,0.1,0.7,0,0.1,0.3,54,84.8,0,4.1,0,3.1,0
Trent Alexander-Arnold,Liverpool,24,40,2918,1.7,1,0.6,0.4,0.7,0.2,0,6.95,3,3,1,1.8,0.6,0.2,0.1,0.5,1.1,53.9,78.1,2.2,4.3,0.2,0.4,2
Alisson,Liverpool,30,43,3711,0,0,0,0,0.7,0,0,6.81,0,1,0,0,0,0.1,0,0,0,31.8,84.6,0,4.5,0,0.2,2
Nicolás Tagliafico,Lyon,30,39,2873,2.6,1.8,1.1,0.1,1.3,0.3,0,6.86,1,3,0.6,0.6,0.3,1.7,0.1,0.4,1.2,42.4,86,0.2,0.9,0,1.1,1
Benjamin Bourigeaud,Rennes,29,36,2907,1.4,0.7,0.9,0.1,0.8,0.1,0,6.94,3,9,1.6,2.4,0.4,0.4,0.1,0.5,0.9,44,79.5,1.7,2.5,0.2,0.3,4
Oleksandr Zinchenko,Arsenal,26,32,2320,1.4,0.8,0.2,0.3,1,0.1,0,6.86,1,2,1,0.8,0.8,0.5,0,0.6,0.8,62.4,87.8,0.4,2.3,0.1,1.6,1
Gerard Moreno,Villarreal,31,19,1069,0.5,0.3,0.6,0,0.6,0.1,0,6.93,6,2,2.1,1,1.3,0.7,0.8,1.1,1.8,23.1,74,0.1,0.9,0.1,1,1
Jonathan Bamba,Lille,27,27,2138,1.1,0.7,1.1,0,0.3,0,0,6.93,5,5,2.2,1.4,1,1.7,0.3,1.9,1.9,38.4,83.9,0.4,1,0.2,0.7,1
Breel Embolo,Monaco,26,48,2800,0.5,0.1,1.2,0,0.3,0.1,0,6.82,18,4,1.5,0.8,0.9,1.8,0.4,1.3,2.2,13.4,70.3,0,0.3,0,1,2
Gabriel Magalhães,Arsenal,25,40,3239,1.2,0.8,0.7,0.7,3.1,0.7,0,6.90,3,0,0.8,0.1,0.1,1,0,0.1,0.5,60.7,89,0,2.1,0,2.5,2
Tetê,Lyon,23,28,1633,1.3,0.6,0.5,0,0.1,0,0,6.79,7,2,1.6,0.5,1.4,1.2,0.3,1,1.8,23.7,78.3,0.3,0.7,0,0.3,3
Lucas Robertone,Almeria,26,27,2116,1.3,1.2,1,0.1,1.2,0.2,0,6.93,1,7,1,1.6,0.7,2.4,0.1,0.4,1.2,32,81.7,1.4,2.3,0.2,0.6,2
Ángel Di María,Juventus,35,35,1683,0.5,0.2,0.2,0,0,0,0,7.21,10,8,1.7,1.9,1.8,1,0.3,1.6,1.4,26.3,79.9,1.5,1.5,0.4,0.1,3
Nuno Tavares,Marseille,23,33,2658,1.8,0.6,1.2,0.1,0.7,0.2,0,6.89,6,0,2.2,0.8,2,1.4,0.3,2.4,2.9,37.3,80.4,0.5,1.4,0.1,0.8,1
Khéphren Thuram,Nice,22,33,2197,1.4,1,0.8,0,0.8,0.3,0,6.91,2,4,1.1,1,1.3,0.5,0.1,0.9,0.7,37.3,83.6,0.1,1.3,0.1,0.4,1
Neto Borges,Clermont Foot,26,27,2344,2.6,1.3,0.6,0.2,1.5,0.4,0,6.93,2,0,0.7,0.9,1.4,1.4,0.2,0.6,1.3,35.9,79.4,0.6,1,0,1.2,3
Thiago,Liverpool,32,25,1653,2.8,1.3,1.2,0,0.6,0.1,0,6.92,0,0,0.6,0.9,1.1,1.4,0,1.2,0.9,59,87.3,0,5.4,0.2,0.8,1
Stefan de Vrij,Inter,31,30,1955,1.2,1.4,0.6,0.3,3,0.4,0,6.74,1,0,0.6,0,0.2,0.3,0,0.2,0.2,41.1,87.9,0,1.2,0,2.6,0
Chris Smalling,Roma,33,39,3347,0.8,1.3,0.6,0.1,3.8,1.1,0,6.88,3,1,0.4,0.2,0.1,0.4,0,0.1,0.3,39.6,86.5,0,2.1,0,2.1,2
Rony Lopes,Troyes,27,26,1920,0.8,0.2,0.6,0,0.3,0.1,0,6.92,5,5,2,1.7,1.6,1.1,0,1.2,1.3,23.9,73.6,1.2,1.3,0.1,0.6,2
Christian Nørgaard,Brentford,29,24,1866,2,1.4,1.5,0,1.7,0.3,0,6.85,1,3,0.8,0.5,0.3,0.8,0,0.4,0.6,38.8,78.6,0.1,1.4,0,0.9,0
Gavi,Barcelona,18,47,3054,1.5,0.6,2,0,0.6,0.1,0,6.85,4,3,0.6,1.1,0.8,2.1,0.2,0.9,1.9,33.4,87.6,0.2,1,0.1,1.1,0
Stanislav Lobotka,Napoli,28,45,3742,2.1,0.6,0.7,0,0.3,0.2,0,6.91,1,2,0.4,0.5,0.6,1.8,0,0.5,0.7,62.4,93.2,0,2.5,0,0.3,1
Michael Olise,Crystal Palace,21,32,2191,1.5,0.6,0.7,0,0.4,0,0,6.92,2,8,1.2,1.8,1.5,1.7,0.2,1.2,2.4,29.8,78.7,1.4,1.2,0.1,0.5,4
Axel Disasi,Monaco,25,43,3453,0.8,2,0.8,0.4,2.7,0.7,0,6.92,6,4,0.7,0.3,0.4,0.3,0,0.3,0.6,50.9,82.8,0.2,3.6,0,2.5,2
Destiny Udogie,Udinese,20,26,2173,2.4,1.1,1.2,0.2,0.6,0.2,0,6.92,3,3,0.9,1.2,1.4,1.6,0.2,1.3,1.9,30.8,82.2,0.2,0.6,0,0.5,0
Alejandro Balde,Barcelona,19,36,2249,1.1,0.3,0.7,0.3,0.3,0.1,0,6.72,0,6,0.3,0.6,1.3,0.8,0.1,0.7,1.2,39.9,90.8,0.4,1.2,0,0.3,1
Ramy Bensebaïni,Borussia M.Gladbach,27,28,2058,1.4,1.2,0.9,0.3,3.3,0.5,1,6.92,7,0,1.4,0.5,0.5,1.6,0.1,0.7,1.3,42.4,76.1,0.1,2,0.2,2.5,1
Cristiano Biraghi,Fiorentina,30,33,2245,2,0.5,0.8,0.4,1.3,0.3,0,6.89,1,2,0.7,2.6,0.3,1.3,0,0.2,0.5,42.4,76.7,2.8,2.4,0,0.6,2
Karl Toko Ekambi,Lyon,30,34,2280,0.5,0.6,0.4,0,0.2,0.1,0,6.85,8,2,2,1.2,1.3,0.5,0.1,1.2,1.6,25.9,79.9,0.2,1,0,1,2
James Tarkowski,Everton,30,32,2726,1.2,1.2,1.1,0.3,5,2.1,0,6.89,1,1,0.8,0.4,0.2,0.6,0,0.2,0.6,44.5,82.1,0,3.3,0.1,3,1
Darwin Núñez,Liverpool,23,39,2303,0.5,0.1,0.9,0,0.4,0,0,6.85,14,4,3.1,0.8,0.6,0.5,0.7,0.9,1.6,12.8,69.5,0.1,0.5,0,1.1,2
Bremer,Juventus,26,36,2939,1,1.3,1.1,0.3,4.1,0.8,0,6.87,4,1,0.9,0.2,0.1,0.4,0,0.2,0.6,54.2,90.4,0,2.8,0,2.5,2
Habib Diallo,Strasbourg,27,33,2256,0.5,0.4,1,0,0.4,0.1,0,6.91,16,0,2.3,0.7,0.6,1.9,0.6,0.9,3,15.6,67.9,0,0.3,0.1,3.4,3
Emiliano Martínez,Aston Villa,30,39,3247,0,0,0,0,0.7,0,1,6.83,0,0,0,0.1,0,0.2,0,0,0.1,30.7,70.6,0,5.5,0,0.4,3
Kenny Tete,Fulham,27,28,1877,2.7,1.4,1.4,0.3,2.6,0.6,0,6.91,0,4,0.4,0.8,0.5,1.4,0,0.7,0.8,34.8,75.8,0.8,1.2,0,1,0
Sadio Mané,Bayern,31,35,1719,0.7,0.1,0.9,0,0.1,0.1,0,7.02,16,5,2.3,0.9,1.1,1.2,1,0.8,2.3,18.4,77.5,0.2,0.3,0.1,0.8,2
Gabri Veiga,Celta Vigo,20,26,1594,1.3,0.5,1.2,0,0.2,0,0,6.91,9,4,1.8,0.8,1.1,0.8,0.1,0.5,1.8,20,79.2,0.2,1,0.2,0.5,2
Nico Williams,Athletic Bilbao,20,38,2293,0.9,0.2,0.5,0,0.2,0,0,6.81,8,5,1.6,1.2,1.9,0.8,0.5,1.2,2.1,20.4,80.9,0.6,0.4,0,0.4,3
Andreas Christensen,Barcelona,27,32,2227,1.1,1,0.6,0.7,2.5,0.6,0,6.85,1,1,0.4,0.3,0,0.3,0,0.1,0.5,67.4,92.9,0,3.3,0,1.8,0
Fabiano Parisi,Empoli,22,26,2211,1.9,1.2,0.9,0.1,1.9,0.5,0,6.91,2,0,0.6,0.7,1.7,2.3,0,1.1,1.7,39.1,78.2,0.5,2,0,0.7,1
Reinildo,Atletico,29,35,2372,2.8,1.3,1.3,0,2.1,0.5,0,6.85,0,0,0.3,0.4,0.3,1.3,0,0.4,0.9,46.5,87.7,0.2,1.2,0,1.4,1
Roberto Pereyra,Udinese,32,26,2037,1.3,0.6,0.8,0,0.5,0.2,0,6.91,4,6,1.4,1.4,1.1,1.4,0.1,1,1.2,33.6,83.9,0.6,1,0,0.1,3
Philip Billing,Bournemouth,26,34,2406,1.7,0.9,0.9,0.1,1.3,0.3,0,6.82,7,1,1,0.6,0.7,1.1,0.1,0.9,1.2,25.5,79.7,0.2,0.8,0.1,1.3,3
Youssouf Fofana,Monaco,24,47,3454,2.2,1.1,1.3,0,0.7,0.2,1,6.79,2,1,1.2,0.7,1.2,0.8,0,1.1,1.6,43.2,82.7,0,2.2,0.2,0.6,0
Takefusa Kubo,Real Sociedad,21,39,2275,1.2,0.1,1,0,0.1,0,0,6.79,6,5,1.8,1,0.9,1.2,0.6,1.2,2.4,21.9,75.2,0.4,0.3,0,0.5,3
Hicham Boudaoui,Nice,23,21,1271,2.6,1.3,0.9,0,0.6,0.3,0,6.90,0,1,0.6,1,0.6,1.3,0,0.7,0.9,39.1,89.1,0.1,1.1,0.1,0.4,0
Ronald Araújo,Barcelona,24,25,1552,1.2,0.5,0.7,0.9,1.6,0.4,1,6.79,1,2,0.8,0.3,0.4,0.6,0.1,0.3,0.4,50.6,87.4,0.1,3.3,0,1.8,0
Jonathan Gradit,Lens,30,27,2116,1.4,1.2,1,0.3,2.2,0.6,0,6.90,1,3,0.2,0.4,0.4,1.2,0,0.3,0.7,62.2,90.4,0.2,3,0.1,1.6,0
Bernardo Silva,Man City,28,55,3356,1.3,0.4,0.8,0,0.2,0.1,0,6.91,7,10,0.7,1.2,0.9,0.5,0.1,0.9,0.9,42.7,89.5,0.4,1.8,0.1,0.1,2
Mohamed Camara,Monaco,23,33,2392,2.8,0.9,1.7,0,0.4,0.1,0,6.80,2,3,0.8,0.6,1,2.1,0,0.8,1.1,45,87,0.1,3.8,0,0.5,1
Marcus Tavernier,Bournemouth,24,20,1502,1.3,0.4,1.1,0.1,0.8,0.1,0,6.90,4,4,1.6,0.8,1.8,1.4,0.2,1.6,2.1,23.6,76,0.9,0.8,0,0.8,2
Dante,Nice,39,30,2610,1.6,1.3,0.9,0.3,3.4,0.9,0,6.89,1,2,0.7,0.2,0.1,0.5,0,0.3,0.4,69.9,90.4,0,4.3,0.1,1.8,0
Marc-André ter Stegen,Barcelona,30,42,3330,0,0,0,0,0.7,0,0,6.79,0,0,0,0.1,0,0,0,0,0.1,33,84.8,0,7.2,0,0.1,0
Rayan Cherki,Lyon,19,30,1281,0.4,0.1,0.5,0,0,0,0,6.89,4,5,1.4,1.9,2,0.9,0.1,1.4,1.6,24,79.3,1.1,1.1,0.1,0.1,2
Lee Kang-In,Mallorca,22,33,2270,1.2,0.2,1.3,0,0,0.1,0,6.84,3,5,1.3,1.4,1.6,1.5,0,1.1,1.6,23,82.4,1.5,0.8,0.1,0.5,3
Alban Lafont,Nantes,24,39,3330,0,0,0,0,1.4,0,0,6.88,0,0,0,0.1,0,0.1,0,0,0,26.4,64,0,6.1,0,0.2,4
Donyell Malen,Borussia Dortmund,24,29,1505,0.4,0.2,0.4,0,0.2,0,0,6.71,5,2,1.9,0.9,1.4,1.3,0.1,1.4,1.5,17.2,80.2,0.5,0.4,0,0.2,0
Rafael Ratão,Toulouse,27,25,1495,1.8,0.8,1.1,0,0.1,0,0,6.89,6,2,1,1,1.1,1.2,0,1.1,1.9,24.8,76.9,0.3,0.8,0,0.3,1
Maxence Caqueret,Lyon,23,31,2096,2.5,0.9,1.4,0,0.7,0.1,0,6.89,1,6,0.7,1.4,1,0.8,0.1,1.4,2,43.6,85.9,0.6,1.5,0.1,0.5,1
Thibaut Courtois,Real Madrid,30,41,3150,0.1,0,0,0,0.5,0,0,6.98,0,0,0,0.1,0,0.1,0,0,0.1,30.9,82.5,0,4,0,0.3,3
Dani Olmo,RBL,24,34,1537,0.9,0.3,0.6,0,0.2,0,0,6.81,6,5,1.8,1.1,1.1,1.6,0.1,1.1,1.9,25.2,74.8,0.3,0.7,0.3,0.3,3
Chancel Mbemba,Marseille,28,38,2734,1.4,1.2,0.5,0.2,2.4,0.4,0,6.90,6,1,0.8,0.1,0.4,0.5,0,0.3,0.7,46.8,84.4,0.2,2,0,1.8,1
Ritsu Doan,Freiburg,24,44,2653,1.8,0.4,0.9,0,0.3,0.1,0,6.92,8,4,1.7,0.8,1.5,1.4,0.2,1.6,2.1,18.2,73.7,0.3,0.6,0,0.1,2
Pierre Lees-Melou,Brest,29,25,2143,2.7,1.8,1.4,0,1.3,0.4,0,6.88,5,1,1.3,0.4,0.6,1.3,0,0.5,0.9,42.1,84.3,0.2,5.2,0,0.5,1
Alexander Djiku,Strasbourg,28,29,2346,1.7,2.2,1.1,0.4,4.5,0.5,0,6.84,1,2,0.5,0.4,0.1,0.9,0,0.3,0.2,46.9,81.1,0.1,4.5,0,2.7,0
Youcef Belaïli,AC Ajaccio,31,26,1459,0.9,0.3,1.6,0,0.1,0,0,6.75,7,5,1.9,1.3,1.4,1.4,0.3,1.3,2.5,23.3,76,1,1.5,0,0.4,2
Romain Del Castillo,Brest,27,19,1055,1.3,0.4,0.7,0,0.2,0.1,0,6.88,5,6,1.4,1.3,1.1,1,0,1.2,1.6,21.1,72.3,1.2,0.9,0.1,0.5,2
